Lien,Prix,Type de propriété,Vente publique,Immeuble de rapport,Bien neuf,Code Postal,Ville,Sous-type de propriété,Nombre de façades,Etat du bâtiment,Surface habitable,Nombre de chambre(s),Type de cuisine,Feu ouvert,Meublé,Jardin,Surface du jardin,Terrasse,Surface de la terrasse,Surface totale du terrain,Piscine,Surface de la zone constructible
https://www.immoweb.be/fr/annonce/maison/a-vendre/charleroi/6000/8837202?searchId=5f562c3b2e255,395000,Maison,False,False,False,6000,Charleroi,Maison,3.0,None,320.0,2,Semi-équipée,False,False,False,None,True,10.0,80.0,False,None
https://www.immoweb.be/fr/annonce/bien-exceptionnel/a-vendre/lillo/2040/8750686?searchId=5f562c3b2e255,399000,Maison,False,False,False,2040,Lillo,Bien exceptionnel,2.0,Bon,498.0,4,None,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/villa/a-vendre/lille/2275/8802445?searchId=5f562c3b2e255,419000,Maison,False,False,False,2275,Lille,Villa,4.0,None,212.0,4,None,False,False,False,None,True,None,1797.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/knokke/8300/8766097?searchId=5f562c3b2e255,470000,Maison,False,True,False,8300,Knokke,Maison,2.0,Excellent état,168.0,2,None,False,False,False,None,True,None,110.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/st-jean-geest/1370/8827478?searchId=5f562c3b2e255,495000,Maison,False,False,False,1370,St-Jean-Geest,Maison,2.0,None,350.0,4,Hyper équipée,False,False,False,None,False,None,1800.0,False,None
https://www.immoweb.be/fr/annonce/fermette/a-vendre/londerzeel-malderen/1840/8326174?searchId=5f562c3b2e255,499000,Maison,False,False,False,1840,Londerzeel Malderen,Fermette,4.0,À rénover,150.0,7,None,False,False,False,None,True,None,15000.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/malle-oostmalle/2390/8787297?searchId=5f562c3b2e255,529900,Maison,False,False,False,2390,Malle Oostmalle,Maison,4.0,Excellent état,None,4,Hyper équipée,False,True,False,None,True,None,703.0,True,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/gand/9000/8660964?searchId=5f562c3b2e255,535500,Maison,False,False,False,9000,Gand,Maison,2.0,Excellent état,181.0,3,Équipée,False,False,True,35.0,True,34.0,250.0,False,None
https://www.immoweb.be/fr/annonce/bien-exceptionnel/a-vendre/beveren/8800/8801999?searchId=5f562c3b2e255,555000,Maison,False,False,False,8800,Beveren,Bien exceptionnel,None,À rafraîchir,429.0,6,None,False,False,True,None,False,None,600.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/knokke-heist/8300/7474034?searchId=5f562c3b2e255,565000,Maison,False,False,False,8300,Knokke-Heist,Maison,None,None,249.0,4,None,False,False,False,None,True,None,249.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/bornem/2880/8617116?searchId=5f562c3b2e255,580000,Maison,False,False,False,2880,Bornem,Maison,2.0,Bon,145.0,3,None,False,False,True,17.0,True,17.0,None,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/ramskapelle/8301/7474040?searchId=5f562c3b2e255,580000,Maison,False,False,False,8301,Ramskapelle,Maison,None,None,215.0,4,None,False,False,False,None,True,None,215.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/ravels-weelde/2381/8537766?searchId=5f562c3b2e255,595000,Maison,False,False,False,2381,Ravels Weelde,Maison,4.0,None,487.0,7,None,False,False,False,None,True,None,5869.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/lebbeke/9280/8325602?searchId=5f562c3b2e255,599000,Maison,False,True,False,9280,Lebbeke,Maison,None,Excellent état,400.0,4,None,False,False,True,None,True,75.0,364.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/uccle/1180/8749065?searchId=5f562c3b2e255,660000,Maison,False,False,False,1180,Uccle,Maison,2.0,None,200.0,3,Équipée,False,False,True,None,False,None,214.0,False,None
https://www.immoweb.be/fr/annonce/villa/a-vendre/weelde/2381/8597446?searchId=5f562c3b2e255,675000,Maison,False,False,False,2381,Weelde,Villa,4.0,None,630.0,5,None,False,False,False,None,True,None,4495.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/grimbergen/1850/8852798?searchId=5f562c3b2e255,750000,Maison,False,False,False,1850,Grimbergen,Maison,3.0,Excellent état,455.0,4,None,False,False,True,600.0,True,14.0,840.0,False,None
https://www.immoweb.be/fr/annonce/villa/a-vendre/turnhout/2300/8721384?searchId=5f562c3b2e255,795000,Maison,False,False,False,2300,Turnhout,Villa,4.0,Excellent état,None,5,Américaine hyper-équipée,False,False,False,None,True,None,3318.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/knokke-heist/8300/7789292?searchId=5f562c3b2e255,859500,Maison,False,False,False,8300,Knokke-Heist,Maison,2.0,Excellent état,238.0,4,Hyper équipée,False,False,False,None,True,None,230.0,False,None
