Lien,Prix,Type de propriété,Vente publique,Immeuble de rapport,Bien neuf,Code Postal,Ville,Sous-type de propriété,Nombre de façades,Etat du bâtiment,Surface habitable,Nombre de chambre(s),Type de cuisine,Feu ouvert,Meublé,Jardin,Surface du jardin,Terrasse,Surface de la terrasse,Surface totale du terrain,Piscine,Surface de la zone constructible
https://www.immoweb.be/fr/annonce/appartement/a-vendre/deinze/9800/8911573?searchId=5f562ce55489a,319000,Appartement,False,False,True,9800,Deinze,Appartement,None,None,117.0,3.0,None,False,False,False,None,True,23.0,None,False,None
https://www.immoweb.be/fr/annonce/rez-de-chaussee/a-vendre/ottignies-louvain-la-neuve-ottignies/1340/8734135?searchId=5f562ce55489a,355000,Appartement,False,False,True,1340,Ottignies-Louvain-la-Neuve Ottignies,Rez-de-chaussée,2.0,Excellent état,100.0,2.0,None,False,False,True,166.0,True,18.0,None,False,None
https://www.immoweb.be/fr/annonce/penthouse/a-vendre/kasterlee-lichtaart/2460/8916997?searchId=5f562ce55489a,419000,Appartement,False,False,True,2460,Kasterlee Lichtaart,Penthouse,2.0,Excellent état,188.0,3.0,Hyper équipée,False,False,False,None,True,73.0,None,False,None
https://www.immoweb.be/fr/annonce/penthouse/a-vendre/ottignies-louvain-la-neuve-ottignies/1340/8715085?searchId=5f562ce55489a,630000,Appartement,False,False,True,1340,Ottignies-Louvain-la-Neuve Ottignies,Penthouse,4.0,Excellent état,204.0,204.0,None,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/woluwe-st-pierre/1150/8576468?searchId=5f562ce55489a,1095000,Appartement,False,False,True,1150,Woluwe-St-Pierre,Appartement,None,None,None,2.0,None,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/penthouse/a-vendre/gand/9000/8799204?searchId=5f562ce55489a,1385000,Appartement,False,False,True,9000,Gand,Penthouse,2.0,Bon,195.0,3.0,Équipée,False,False,False,None,True,62.0,None,False,None
https://www.immoweb.be/fr/annonce/penthouse/a-vendre/aartselaar/2630/8678931?searchId=5f562ce55489a,369000,Appartement,False,False,False,2630,Aartselaar,Penthouse,None,None,100.0,1.0,None,False,False,False,None,True,48.0,None,False,None
https://www.immoweb.be/fr/annonce/duplex/a-vendre/knokke-heist-knokke/8300/8917005?searchId=5f562ce55489a,3050000,Appartement,False,False,False,8300,Knokke-Heist Knokke,Duplex,None,Fraîchement rénové,225.0,3.0,None,False,False,False,None,True,60.0,None,False,None
https://www.immoweb.be/fr/annonce/studio/a-vendre/middelkerke/8430/8827712?searchId=5f562ce55489a,110000,Appartement,False,False,False,8430,Middelkerke,Studio,None,None,None,None,None,False,True,True,None,True,None,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/middelkerke/8430/7988280?searchId=5f562ce55489a,164995,Appartement,False,False,False,8430,Middelkerke,Appartement,3.0,None,60.0,2.0,Équipée,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/wilrijk/2610/8716497?searchId=5f562ce55489a,185000,Appartement,False,False,False,2610,Wilrijk,Appartement,None,None,None,2.0,None,False,False,False,None,False,None,None,False,91.0
https://www.immoweb.be/fr/annonce/appartement/a-vendre/serskamp/9260/8831258?searchId=5f562ce55489a,192000,Appartement,False,False,False,9260,Serskamp,Appartement,None,None,None,2.0,None,False,False,False,None,False,None,None,False,82.0
https://www.immoweb.be/fr/annonce/appartement/a-vendre/saint-nicolas/4420/8547440?searchId=5f562ce55489a,195000,Appartement,False,False,False,4420,Saint-Nicolas,Appartement,2.0,None,97.0,3.0,None,False,False,False,None,True,7.0,None,False,None
https://www.immoweb.be/fr/annonce/loft/a-vendre/audenarde/9700/8621914?searchId=5f562ce55489a,219500,Appartement,False,False,False,9700,Audenarde,Loft,2.0,Bon,130.0,2.0,None,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/zeebrugge/8380/8484536?searchId=5f562ce55489a,239000,Appartement,False,False,False,8380,Zeebrugge,Appartement,None,None,74.0,2.0,Équipée,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/blankenberge/8370/8519525?searchId=5f562ce55489a,242000,Appartement,False,False,False,8370,Blankenberge,Appartement,None,None,None,1.0,Équipée,False,False,False,None,True,None,None,False,None
https://www.immoweb.be/fr/annonce/rez-de-chaussee/a-vendre/nivelles/1400/8842083?searchId=5f562ce55489a,265000,Appartement,False,False,False,1400,Nivelles,Rez-de-chaussée,None,Bon,100.0,2.0,None,False,False,False,None,True,20.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement-de-service/a-vendre/ruddervoorde/8020/8453565?searchId=5f562ce55489a,282000,Appartement,False,False,False,8020,Ruddervoorde,Appartement de service,None,None,104.0,2.0,Équipée,False,False,True,None,True,27.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/grivegnee/4030/8602780?searchId=5f562ce55489a,286136,Appartement,False,False,False,4030,GRIVEGNEE,Appartement,None,None,98.0,2.0,Pas équipée,False,False,False,None,True,64.0,None,False,None
https://www.immoweb.be/fr/annonce/duplex/a-vendre/erpe-mere-bambrugge/9420/8770975?searchId=5f562ce55489a,289000,Appartement,False,False,False,9420,Erpe-Mere Bambrugge,Duplex,3.0,None,140.0,4.0,None,False,False,False,None,True,10.0,None,False,None
