Lien,Prix,Type de propriété,Vente publique,Immeuble de rapport,Bien neuf,Code Postal,Ville,Sous-type de propriété,Nombre de façades,Etat du bâtiment,Surface habitable,Nombre de chambre(s),Type de cuisine,Feu ouvert,Meublé,Jardin,Surface du jardin,Terrasse,Surface de la terrasse,Surface totale du terrain,Piscine,Surface de la zone constructible
https://www.immoweb.be/fr/annonce/maison/a-vendre/grembergen/9200/8878922?searchId=5f56313bd4fc7,260000,Maison,False,False,False,9200,Grembergen,Maison,3.0,Bon,195.0,4,Équipée,False,False,False,None,False,None,200.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/renaix/9600/8897576?searchId=5f56313bd4fc7,265000,Maison,False,False,False,9600,Renaix,Maison,2.0,Fraîchement rénové,203.0,3,Équipée,False,False,False,None,False,None,541.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/noorderwijk/2200/8863294?searchId=5f56313bd4fc7,279000,Maison,False,False,False,2200,Noorderwijk,Maison,4.0,À rénover,None,3,Équipée,False,False,False,None,False,None,870.0,False,None
https://www.immoweb.be/fr/annonce/villa/a-vendre/montigny-le-tilleul/6110/8917299?searchId=5f56313bd4fc7,298000,Maison,False,False,False,6110,Montigny-le-Tilleul,Villa,4.0,None,160.0,4,Équipée,False,False,True,1300.0,True,10.0,1480.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/sainte-ode/6680/8875383?searchId=5f56313bd4fc7,400000,Maison,False,False,False,6680,SAINTE-ODE,Maison,4.0,Fraîchement rénové,None,5,Équipée,False,False,False,None,False,None,5429.0,False,None
https://www.immoweb.be/fr/annonce/villa/a-vendre/uccle/1180/8673483?searchId=5f56313bd4fc7,2650000,Maison,False,False,False,1180,Uccle,Villa,4.0,Excellent état,None,6,Hyper équipée,False,False,False,None,True,None,1550.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/marchienne-au-pont/6030/8882388?searchId=5f56313bd4fc7,74000,Maison,False,True,False,6030,Marchienne-au-Pont,Maison,3.0,Fraîchement rénové,None,1,Équipée,False,False,True,136.0,False,None,136.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/antheit/4520/8890754?searchId=5f56313bd4fc7,77000,Maison,True,False,False,4520,Antheit,Maison,3.0,À rénover,227.0,4,None,False,False,False,None,False,None,840.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/begijnendijk/3130/8823783?searchId=5f56313bd4fc7,168000,Maison,True,False,False,3130,Begijnendijk,Maison,4.0,À rénover,None,3,Équipée,False,False,False,None,False,None,630.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/alken/3570/8900744?searchId=5f56313bd4fc7,190000,Maison,True,False,False,3570,Alken,Maison,4.0,À rénover,516.0,2,None,False,False,False,None,False,None,3025.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/jabbeke/8490/8913255?searchId=5f56313bd4fc7,258000,Maison,False,False,False,8490,Jabbeke,Maison,3.0,Bon,100.0,2,None,False,False,True,None,False,None,790.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/putte/2580/8856373?searchId=5f56313bd4fc7,260000,Maison,False,False,False,2580,Putte,Maison,4.0,À rénover,131.0,3,Semi-équipée,False,False,True,None,True,12.0,1200.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/assebroek/8310/8895108?searchId=5f56313bd4fc7,275000,Maison,False,False,False,8310,Assebroek,Maison,2.0,Excellent état,None,3,Équipée,False,False,False,None,True,None,186.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/jabbeke/8490/8916529?searchId=5f56313bd4fc7,275000,Maison,False,False,False,8490,Jabbeke,Maison,3.0,À rafraîchir,98.0,3,None,False,False,True,None,False,None,285.0,False,None
https://www.immoweb.be/fr/annonce/immeuble-mixte/a-vendre/bruxelles/1020/8883542?searchId=5f56313bd4fc7,280000,Maison,True,True,False,1020,Bruxelles,Immeuble mixte,None,None,None,2,Équipée,False,False,False,None,True,None,185.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/bekegem/8480/8879009?searchId=5f56313bd4fc7,325000,Maison,False,False,False,8480,Bekegem,Maison,4.0,Bon,145.0,2,Équipée,False,False,False,None,False,None,1940.0,False,None
https://www.immoweb.be/fr/annonce/villa/a-vendre/hornu/7301/8917655?searchId=5f56313bd4fc7,330000,Maison,False,False,False,7301,Hornu,Villa,4.0,Bon,None,3,Équipée,False,False,False,None,True,None,485.0,False,None
