Lien,Prix,Type de propriété,Vente publique,Immeuble de rapport,Bien neuf,Code Postal,Ville,Sous-type de propriété,Nombre de façades,Etat du bâtiment,Surface habitable,Nombre de chambre(s),Type de cuisine,Feu ouvert,Meublé,Jardin,Surface du jardin,Terrasse,Surface de la terrasse,Surface totale du terrain,Piscine,Surface de la zone constructible
https://www.immoweb.be/fr/annonce/appartement/a-vendre/knokke/8300/8901118?searchId=5f562fe78a189,329000,Appartement,False,False,False,8300,KNOKKE,Appartement,None,None,80.0,1.0,Équipée,False,False,False,None,True,None,None,False,None
https://www.immoweb.be/fr/annonce/rez-de-chaussee/a-vendre/uccle/1180/8921162?searchId=5f562fe78a189,330000,Appartement,False,False,False,1180,Uccle,Rez-de-chaussée,3.0,À rénover,80.0,2.0,Semi-équipée,False,False,False,None,True,35.0,None,False,2727.0
https://www.immoweb.be/fr/annonce/appartement/a-vendre/koksijde/8670/8918657?searchId=5f562fe78a189,335000,Appartement,False,False,False,8670,Koksijde,Appartement,2.0,Bon,69.0,2.0,None,False,True,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/nieuwpoort/8620/8888995?searchId=5f562fe78a189,339000,Appartement,False,False,False,8620,Nieuwpoort,Appartement,2.0,None,79.0,2.0,Équipée,False,False,False,None,True,30.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/uccle/1180/8876522?searchId=5f562fe78a189,345000,Appartement,False,False,False,1180,Uccle,Appartement,2.0,Bon,110.0,2.0,Équipée,False,False,True,90.0,True,14.0,None,False,None
https://www.immoweb.be/fr/annonce/rez-de-chaussee/a-vendre/woluwe-saint-lambert/1200/8902108?searchId=5f562fe78a189,349000,Appartement,False,False,False,1200,Woluwe-Saint-Lambert,Rez-de-chaussée,3.0,Excellent état,100.0,2.0,Hyper équipée,False,False,False,None,True,8.0,None,False,108.0
https://www.immoweb.be/fr/annonce/loft/a-vendre/anvers/2060/8871254?searchId=5f562fe78a189,372000,Appartement,False,False,False,2060,Anvers,Loft,2.0,Excellent état,120.0,2.0,Américaine hyper-équipée,False,False,False,None,True,17.0,None,False,None
https://www.immoweb.be/fr/annonce/loft/a-vendre/borgerhout/2140/8871253?searchId=5f562fe78a189,372000,Appartement,False,False,False,2140,Borgerhout,Loft,2.0,Excellent état,120.0,2.0,Américaine hyper-équipée,False,False,False,None,True,17.0,None,False,None
https://www.immoweb.be/fr/annonce/triplex/a-vendre/genval/1332/8915188?searchId=5f562fe78a189,385000,Appartement,False,False,False,1332,Genval,Triplex,2.0,Excellent état,145.0,4.0,Américaine hyper-équipée,False,False,True,367.0,False,None,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/bruges/8000/8568318?searchId=5f562fe78a189,385000,Appartement,False,False,False,8000,Bruges,Appartement,2.0,None,110.0,3.0,None,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/duplex/a-vendre/bruxelles/1000/8909620?searchId=5f562fe78a189,395000,Appartement,False,False,False,1000,Bruxelles,Duplex,2.0,Excellent état,55.0,1.0,Hyper équipée,False,True,False,None,True,15.0,None,False,250.0
https://www.immoweb.be/fr/annonce/duplex/a-vendre/saint-gilles/1060/8906520?searchId=5f562fe78a189,399000,Appartement,False,False,False,1060,Saint-Gilles,Duplex,2.0,À rénover,110.0,2.0,Américaine équipée,False,False,False,None,False,None,None,True,None
https://www.immoweb.be/fr/annonce/duplex/a-vendre/forest/1190/8906927?searchId=5f562fe78a189,399000,Appartement,False,False,False,1190,Forest,Duplex,2.0,À rénover,110.0,2.0,Américaine équipée,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/knokke-heist/8300/8858821?searchId=5f562fe78a189,445000,Appartement,False,False,False,8300,Knokke-Heist,Appartement,2.0,Excellent état,85.0,2.0,Américaine hyper-équipée,False,True,False,None,True,3.0,None,False,None
https://www.immoweb.be/fr/annonce/penthouse/a-vendre/bruxelles/1000/8719490?searchId=5f562fe78a189,450000,Appartement,False,False,False,1000,Bruxelles,Penthouse,2.0,Bon,145.0,3.0,Hyper équipée,False,False,False,None,True,70.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/ixelles/1050/8911993?searchId=5f562fe78a189,475000,Appartement,False,False,False,1050,Ixelles,Appartement,3.0,None,117.0,None,None,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/duplex/a-vendre/ixelles/1050/8911982?searchId=5f562fe78a189,495000,Appartement,False,False,False,1050,Ixelles,Duplex,2.0,Bon,135.0,2.0,None,False,False,True,90.0,False,None,None,False,None
https://www.immoweb.be/fr/annonce/penthouse/a-vendre/knokke/8300/8738469?searchId=5f562fe78a189,495000,Appartement,False,False,False,8300,Knokke,Penthouse,2.0,Excellent état,60.0,2.0,None,False,False,False,None,True,7.0,None,False,None
https://www.immoweb.be/fr/annonce/duplex/a-vendre/woluwe-saint-lambert/1200/8857006?searchId=5f562fe78a189,510000,Appartement,False,False,False,1200,Woluwe-Saint-Lambert,Duplex,2.0,Excellent état,196.0,4.0,Semi-équipée,False,False,False,None,True,10.0,None,False,None
