Lien,Prix,Type de propriété,Vente publique,Immeuble de rapport,Bien neuf,Code Postal,Ville,Sous-type de propriété,Nombre de façades,Etat du bâtiment,Surface habitable,Nombre de chambre(s),Type de cuisine,Feu ouvert,Meublé,Jardin,Surface du jardin,Terrasse,Surface de la terrasse,Surface totale du terrain,Piscine,Surface de la zone constructible
https://www.immoweb.be/fr/annonce/appartement/a-vendre/hoboken/2660/8678025?searchId=5f56365d4b6fc,198500,Appartement,False,False,False,2660,Hoboken,Appartement,2.0,Excellent état,106,1,Équipée,False,False,False,None,True,8.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/huy/4500/8525719?searchId=5f56365d4b6fc,199000,Appartement,False,False,False,4500,Huy,Appartement,2.0,Fraîchement rénové,105,3,Équipée,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/jette/1090/8822044?searchId=5f56365d4b6fc,210000,Appartement,False,False,False,1090,Jette,Appartement,3.0,None,97,2,None,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/appartement-de-service/a-vendre/enghien/7850/8749595?searchId=5f56365d4b6fc,210000,Appartement,False,False,False,7850,Enghien,Appartement de service,4.0,Excellent état,55,1,Équipée,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/vilvorde/1800/8850110?searchId=5f56365d4b6fc,215000,Appartement,False,False,False,1800,Vilvorde,Appartement,2.0,À rafraîchir,103,3,None,False,False,False,None,True,9.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/alost/9300/8436048?searchId=5f56365d4b6fc,223000,Appartement,False,False,False,9300,Alost,Appartement,2.0,Bon,112,2,Équipée,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/duplex/a-vendre/louvain/3000/8713021?searchId=5f56365d4b6fc,225000,Appartement,False,False,False,3000,Louvain,Duplex,2.0,Fraîchement rénové,55,1,None,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/huy/4500/8443433?searchId=5f56365d4b6fc,225000,Appartement,False,False,False,4500,Huy,Appartement,2.0,Fraîchement rénové,105,3,Équipée,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/schaerbeek/1030/8737947?searchId=5f56365d4b6fc,230000,Appartement,False,False,False,1030,Schaerbeek,Appartement,2.0,None,95,2,None,False,False,False,None,False,None,None,False,95.0
https://www.immoweb.be/fr/annonce/rez-de-chaussee/a-vendre/schaerbeek/1030/8787396?searchId=5f56365d4b6fc,240000,Appartement,False,False,False,1030,Schaerbeek,Rez-de-chaussée,None,Bon,96,2,Américaine équipée,False,False,False,None,True,25.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/wavre/1300/8161030?searchId=5f56365d4b6fc,242176,Appartement,False,False,False,1300,Wavre,Appartement,None,Excellent état,88,2,Semi-équipée,False,False,False,None,True,17.0,None,False,None
https://www.immoweb.be/fr/annonce/penthouse/a-vendre/forest/1190/8766749?searchId=5f56365d4b6fc,245000,Appartement,False,False,False,1190,Forest,Penthouse,3.0,None,100,2,Équipée,False,False,False,None,True,5.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/liege-grivegnee/4030/8730579?searchId=5f56365d4b6fc,249000,Appartement,False,False,False,4030,Liège Grivegnée,Appartement,None,Excellent état,144,3,None,False,False,False,None,True,17.0,None,False,None
https://www.immoweb.be/fr/annonce/penthouse/a-vendre/hoboken/2660/8007058?searchId=5f56365d4b6fc,256000,Appartement,False,False,False,2660,Hoboken,Penthouse,None,Excellent état,111,2,None,False,False,False,None,True,64.0,None,False,None
