Lien,Prix,Type de propriété,Vente publique,Immeuble de rapport,Bien neuf,Code Postal,Ville,Sous-type de propriété,Nombre de façades,Etat du bâtiment,Surface habitable,Nombre de chambre(s),Type de cuisine,Feu ouvert,Meublé,Jardin,Surface du jardin,Terrasse,Surface de la terrasse,Surface totale du terrain,Piscine,Surface de la zone constructible
https://www.immoweb.be/fr/annonce/appartement/a-vendre/uccle/1180/8917294?searchId=5f5610b6d1181,280000,Appartement,False,False,True,1180,Uccle,Appartement,2.0,Excellent état,65,1.0,Hyper équipée,False,False,True,25.0,True,12.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/uccle/1180/8892312?searchId=5f5610b6d1181,282500,Appartement,False,False,True,1180,Uccle,Appartement,None,Excellent état,73,1.0,Américaine hyper-équipée,False,False,False,None,True,5.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/uccle/1180/8892319?searchId=5f5610b6d1181,412500,Appartement,False,False,True,1180,Uccle,Appartement,None,Excellent état,100,2.0,Américaine hyper-équipée,False,False,False,None,True,15.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/auderghem/1160/8899851?searchId=5f5610b6d1181,380000,Appartement,False,False,True,1160,Auderghem,Appartement,2.0,Excellent état,87,2.0,Hyper équipée,False,False,False,None,True,13.0,None,False,87.0
https://www.immoweb.be/fr/annonce/appartement/a-vendre/charleroi/6000/8877314?searchId=5f5610b6d1181,165000,Appartement,False,False,True,6000,Charleroi,Appartement,4.0,Excellent état,63,1.0,Hyper équipée,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/penthouse/a-vendre/liege/4000/8738818?searchId=5f5610b6d1181,449000,Appartement,False,False,True,4000,Liège,Penthouse,3.0,Excellent état,145,3.0,Hyper équipée,False,False,False,None,True,103.0,None,False,None
https://www.immoweb.be/fr/annonce/studio/a-vendre/uccle/1180/8892306?searchId=5f5610b6d1181,240000,Appartement,False,False,True,1180,Uccle,Studio,None,Excellent état,62,None,Américaine hyper-équipée,False,False,False,None,True,3.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/schaerbeek/1030/8904631?searchId=5f5610b6d1181,530000,Appartement,False,False,True,1030,Schaerbeek,Appartement,3.0,Fraîchement rénové,94,1.0,Américaine hyper-équipée,False,False,False,None,True,12.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/mons/7000/8913732?searchId=5f5610b6d1181,127500,Appartement,False,False,True,7000,Mons,Appartement,4.0,Excellent état,56,1.0,Hyper équipée,False,False,False,None,True,6.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/charleroi/6000/8877352?searchId=5f5610b6d1181,255000,Appartement,False,False,True,6000,Charleroi,Appartement,4.0,Excellent état,104,2.0,Hyper équipée,False,False,False,None,True,8.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/uccle/1180/8917208?searchId=5f5610b6d1181,282500,Appartement,False,False,True,1180,Uccle,Appartement,None,Excellent état,74,1.0,Américaine hyper-équipée,False,False,False,None,True,5.0,None,False,None
https://www.immoweb.be/fr/annonce/penthouse/a-vendre/charleroi/6000/8913761?searchId=5f5610b6d1181,320000,Appartement,False,False,True,6000,Charleroi,Penthouse,4.0,Excellent état,120,3.0,Hyper équipée,False,False,False,None,True,30.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/auderghem/1160/8914953?searchId=5f5610b6d1181,450000,Appartement,False,False,True,1160,Auderghem,Appartement,4.0,Excellent état,126,3.0,Américaine équipée,False,False,False,None,True,5.0,None,False,None
https://www.immoweb.be/fr/annonce/penthouse/a-vendre/molenbeek-saint-jean/1080/8909856?searchId=5f5610b6d1181,499000,Appartement,False,False,True,1080,Molenbeek-Saint-Jean,Penthouse,None,Excellent état,214,3.0,Américaine hyper-équipée,False,False,False,None,True,50.0,None,False,None
https://www.immoweb.be/fr/annonce/penthouse/a-vendre/uccle/1180/8897103?searchId=5f5610b6d1181,585500,Appartement,False,False,True,1180,Uccle,Penthouse,2.0,Excellent état,153,4.0,Américaine hyper-équipée,False,False,False,None,True,54.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/charleroi/6000/8738609?searchId=5f5610b6d1181,125000,Appartement,False,False,False,6000,Charleroi,Appartement,3.0,Bon,120,3.0,Équipée,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/ostende/8400/8240658?searchId=5f5610b6d1181,169000,Appartement,False,False,False,8400,Ostende,Appartement,None,À rafraîchir,52,1.0,Équipée,False,False,False,None,True,8.0,None,False,None
https://www.immoweb.be/fr/annonce/appartement/a-vendre/liege/4000/8906340?searchId=5f5610b6d1181,225000,Appartement,False,False,False,4000,Liège,Appartement,None,Fraîchement rénové,146,2.0,Hyper équipée,False,False,False,None,False,None,None,False,None
