Lien,Prix,Type de propriété,Vente publique,Immeuble de rapport,Bien neuf,Code Postal,Ville,Sous-type de propriété,Nombre de façades,Etat du bâtiment,Surface habitable,Nombre de chambre(s),Type de cuisine,Feu ouvert,Meublé,Jardin,Surface du jardin,Terrasse,Surface de la terrasse,Surface totale du terrain,Piscine,Surface de la zone constructible
https://www.immoweb.be/fr/annonce/maison/a-vendre/knokke-heist/8300/8813301?searchId=5f5627259ad64,925000,Maison,False,False,True,8300,Knokke-Heist,Maison,2.0,Excellent état,309.0,3.0,None,False,False,True,138.0,True,None,274.0,False,None
https://www.immoweb.be/fr/annonce/immeuble-a-appartements/a-vendre/braine-lalleud/1420/8703898?searchId=5f5627259ad64,6732500,Maison,False,True,True,1420,Braine-l'Alleud,Immeuble à appartements,4.0,Excellent état,None,3.0,Américaine hyper-équipée,False,False,False,None,True,None,None,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/uccle/1180/8741254?searchId=5f5627259ad64,1950000,Maison,False,False,False,1180,Uccle,Maison,4.0,À restaurer,483.0,5.0,Hyper équipée,False,False,True,1600.0,True,91.0,1820.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/hasselt/3500/8877014?searchId=5f5627259ad64,180000,Maison,True,False,False,3500,Hasselt,Maison,None,None,None,2.0,None,False,False,False,None,False,None,294.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/lier/2500/8868962?searchId=5f5627259ad64,600000,Maison,False,False,False,2500,Lier,Maison,3.0,None,250.0,4.0,None,False,False,True,1445.0,False,None,1617.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/couvin/5660/8184370?searchId=5f5627259ad64,130000,Maison,False,False,False,5660,Couvin,Maison,2.0,None,180.0,5.0,None,False,False,False,None,False,None,120.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/haulchin/7120/8898942?searchId=5f5627259ad64,150000,Maison,True,False,False,7120,Haulchin,Maison,None,None,None,8.0,None,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/ninove/9400/8786925?searchId=5f5627259ad64,155000,Maison,False,False,False,9400,Ninove,Maison,4.0,À rénover,None,3.0,None,False,False,False,None,False,None,None,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/gand/9000/8917466?searchId=5f5627259ad64,250000,Maison,True,False,False,9000,Gand,Maison,2.0,À rénover,None,4.0,None,False,False,False,None,False,None,217.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/nandrin/4550/8905009?searchId=5f5627259ad64,290000,Maison,False,False,False,4550,Nandrin,Maison,3.0,None,203.0,3.0,None,False,False,False,None,True,30.0,835.0,False,None
