Lien,Prix,Type de propriété,Vente publique,Immeuble de rapport,Bien neuf,Code Postal,Ville,Sous-type de propriété,Nombre de façades,Etat du bâtiment,Surface habitable,Nombre de chambre(s),Type de cuisine,Feu ouvert,Meublé,Jardin,Surface du jardin,Terrasse,Surface de la terrasse,Surface totale du terrain,Piscine,Surface de la zone constructible
https://www.immoweb.be/fr/annonce/maison/a-vendre/ruddervoorde/8020/8613372?searchId=5f5627b290d69,327500,Maison,False,False,True,8020,Ruddervoorde,Maison,2.0,Bon,229.0,3,Équipée,False,False,True,117.0,True,9.0,200.0,False,83.0
https://www.immoweb.be/fr/annonce/maison/a-vendre/ruddervoorde/8020/8613374?searchId=5f5627b290d69,342500,Maison,False,False,True,8020,Ruddervoorde,Maison,3.0,Bon,235.0,4,Équipée,False,False,True,167.0,True,9.0,253.0,False,86.0
https://www.immoweb.be/fr/annonce/maison/a-vendre/ruddervoorde/8020/8613371?searchId=5f5627b290d69,345000,Maison,False,False,True,8020,Ruddervoorde,Maison,3.0,Bon,235.0,4,Équipée,False,False,True,155.0,True,9.0,241.0,False,86.0
https://www.immoweb.be/fr/annonce/maison/a-vendre/ruddervoorde/8020/8613860?searchId=5f5627b290d69,387500,Maison,False,False,True,8020,Ruddervoorde,Maison,3.0,Bon,225.0,3,Équipée,False,False,True,357.0,True,22.0,493.0,False,136.0
https://www.immoweb.be/fr/annonce/maison/a-vendre/ruddervoorde/8020/8613859?searchId=5f5627b290d69,410000,Maison,False,False,True,8020,Ruddervoorde,Maison,3.0,Bon,225.0,3,Équipée,False,False,True,386.0,True,22.0,522.0,False,136.0
https://www.immoweb.be/fr/annonce/maison/a-vendre/linden/3210/8105361?searchId=5f5627b290d69,525000,Maison,False,False,True,3210,Linden,Maison,3.0,Bon,216.0,3,Équipée,False,False,True,700.0,False,None,None,False,125.0
https://www.immoweb.be/fr/annonce/bien-exceptionnel/a-vendre/lasne/1380/7435333?searchId=5f5627b290d69,1495000,Maison,False,False,True,1380,Lasne,Bien exceptionnel,4.0,Fraîchement rénové,500.0,5,Hyper équipée,False,False,False,None,True,200.0,8500.0,True,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/braine-le-comte/7090/8914594?searchId=5f5627b290d69,271500,Maison,False,False,True,7090,Braine-le-Comte,Maison,4.0,Excellent état,151.0,4,None,False,False,False,None,False,None,235.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/braine-le-comte/7090/8914593?searchId=5f5627b290d69,295000,Maison,False,False,True,7090,Braine-le-Comte,Maison,4.0,Excellent état,165.0,4,None,False,False,False,None,False,None,478.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/braine-le-comte/7090/8914595?searchId=5f5627b290d69,320000,Maison,False,False,True,7090,Braine-le-Comte,Maison,4.0,Excellent état,200.0,4,None,False,False,False,None,False,None,457.0,False,None
https://www.immoweb.be/fr/annonce/maison/a-vendre/braine-le-comte/7090/8911804?searchId=5f5627b290d69,375000,Maison,False,False,True,7090,Braine-le-Comte,Maison,4.0,Excellent état,197.0,4,None,False,False,False,None,False,None,414.0,False,None
https://www.immoweb.be/fr/annonce/villa/a-vendre/oostnieuwkerke/8840/8818137?searchId=5f5627b290d69,435000,Maison,False,False,True,8840,Oostnieuwkerke,Villa,4.0,None,167.0,3,None,False,False,True,None,False,None,640.0,False,None
